🚀 连接设备: 192.168.31.194...
📋 开始全量扫描: 0x0000 - 0x5000
--------------------------------------------------------------------------------
地址       | Raw    | Signed  | /10      | /100    
0x17CB   | 0      | 0       | 0.0      | 0.0     
0x17CC   | 1      | 1       | 0.1      | 0.01    
0x17CD   | 0      | 0       | 0.0      | 0.0     
0x17CE   | 0      | 0       | 0.0      | 0.0     
0x17CF   | 0      | 0       | 0.0      | 0.0     
0x17D0   | 0      | 0       | 0.0      | 0.0     
0x17D1   | 0      | 0       | 0.0      | 0.0     
0x17D2   | 0      | 0       | 0.0      | 0.0     
0x17D3   | 0      | 0       | 0.0      | 0.0     
0x17D4   | 0      | 0       | 0.0      | 0.0     
0x17D5   | 0      | 0       | 0.0      | 0.0     
0x17D6   | 0      | 0       | 0.0      | 0.0     
0x17D7   | 0      | 0       | 0.0      | 0.0     
0x17D8   | 0      | 0       | 0.0      | 0.0     
0x17D9   | 0      | 0       | 0.0      | 0.0     
0x17DA   | 0      | 0       | 0.0      | 0.0     
0x17DB   | 0      | 0       | 0.0      | 0.0     
0x17DC   | 0      | 0       | 0.0      | 0.0     
0x17DD   | 0      | 0       | 0.0      | 0.0     
0x17DE   | 0      | 0       | 0.0      | 0.0     
0x17DF   | 0      | 0       | 0.0      | 0.0     
0x17E0   | 0      | 0       | 0.0      | 0.0     
0x17E1   | 0      | 0       | 0.0      | 0.0     
0x17E2   | 0      | 0       | 0.0      | 0.0     
0x17E3   | 0      | 0       | 0.0      | 0.0     
0x17E4   | 0      | 0       | 0.0      | 0.0     
0x17E5   | 0      | 0       | 0.0      | 0.0     
0x17E6   | 0      | 0       | 0.0      | 0.0     
0x17E7   | 0      | 0       | 0.0      | 0.0     
0x17E8   | 0      | 0       | 0.0      | 0.0     
0x17E9   | 0      | 0       | 0.0      | 0.0     
0x17EA   | 0      | 0       | 0.0      | 0.0     
0x17EB   | 0      | 0       | 0.0      | 0.0     
0x17EC   | 0      | 0       | 0.0      | 0.0     
0x17ED   | 0      | 0       | 0.0      | 0.0     
0x17EE   | 0      | 0       | 0.0      | 0.0     
0x17EF   | 0      | 0       | 0.0      | 0.0     
0x17F0   | 0      | 0       | 0.0      | 0.0     
0x17F1   | 0      | 0       | 0.0      | 0.0     
0x17F2   | 0      | 0       | 0.0      | 0.0     
0x17F3   | 0      | 0       | 0.0      | 0.0     
0x17F4   | 0      | 0       | 0.0      | 0.0     
0x17F5   | 0      | 0       | 0.0      | 0.0     
0x17F6   | 0      | 0       | 0.0      | 0.0     
0x17F7   | 0      | 0       | 0.0      | 0.0     
0x17F8   | 0      | 0       | 0.0      | 0.0     
0x17F9   | 0      | 0       | 0.0      | 0.0     
0x17FA   | 0      | 0       | 0.0      | 0.0     
0x17FB   | 0      | 0       | 0.0      | 0.0     
0x17FC   | 0      | 0       | 0.0      | 0.0     
0x17FD   | 0      | 0       | 0.0      | 0.0     
0x17FE   | 0      | 0       | 0.0      | 0.0     
0x17FF   | 0      | 0       | 0.0      | 0.0     
0x1800   | 0      | 0       | 0.0      | 0.0     
0x1801   | 0      | 0       | 0.0      | 0.0     
0x1802   | 0      | 0       | 0.0      | 0.0     
0x1803   | 0      | 0       | 0.0      | 0.0     
0x1804   | 0      | 0       | 0.0      | 0.0     
0x1805   | 0      | 0       | 0.0      | 0.0     
0x1806   | 12336  | 12336   | 1233.6   | 123.36  
0x1807   | 12336  | 12336   | 1233.6   | 123.36  
0x1808   | 13619  | 13619   | 1361.9   | 136.19  
0x1809   | 12596  | 12596   | 1259.6   | 125.96  
0x180A   | 14648  | 14648   | 1464.8   | 146.48  
0x180B   | 12339  | 12339   | 1233.9   | 123.39  
0x180C   | 12336  | 12336   | 1233.6   | 123.36  
0x180D   | 12336  | 12336   | 1233.6   | 123.36  
0x180E   | 13109  | 13109   | 1310.9   | 131.09  
0x180F   | 13362  | 13362   | 1336.2   | 133.62  
0x1810   | 14129  | 14129   | 1412.9   | 141.29  
0x1811   | 12592  | 12592   | 1259.2   | 125.92  
0x1812   | 12336  | 12336   | 1233.6   | 123.36  
0x1813   | 12601  | 12601   | 1260.1   | 126.01  
0x1814   | 12336  | 12336   | 1233.6   | 123.36  
0x1815   | 12336  | 12336   | 1233.6   | 123.36  
0x1816   | 0      | 0       | 0.0      | 0.0     
0x1817   | 0      | 0       | 0.0      | 0.0     
0x1818   | 0      | 0       | 0.0      | 0.0     
0x1819   | 0      | 0       | 0.0      | 0.0     
0x181A   | 0      | 0       | 0.0      | 0.0     
0x181B   | 0      | 0       | 0.0      | 0.0     
0x181C   | 0      | 0       | 0.0      | 0.0     
0x181D   | 0      | 0       | 0.0      | 0.0     
0x181E   | 0      | 0       | 0.0      | 0.0     
0x181F   | 0      | 0       | 0.0      | 0.0     
0x1820   | 0      | 0       | 0.0      | 0.0     
0x1821   | 0      | 0       | 0.0      | 0.0     
0x1822   | 0      | 0       | 0.0      | 0.0     
0x1823   | 0      | 0       | 0.0      | 0.0     
0x1824   | 0      | 0       | 0.0      | 0.0     
0x1825   | 0      | 0       | 0.0      | 0.0     
0x1826   | 0      | 0       | 0.0      | 0.0     
0x1827   | 0      | 0       | 0.0      | 0.0     
0x1828   | 0      | 0       | 0.0      | 0.0     
0x1829   | 0      | 0       | 0.0      | 0.0     
0x182A   | 0      | 0       | 0.0      | 0.0     
0x182B   | 0      | 0       | 0.0      | 0.0     
0x182C   | 0      | 0       | 0.0      | 0.0     
0x182D   | 0      | 0       | 0.0      | 0.0     
0x182E   | 0      | 0       | 0.0      | 0.0     
0x182F   | 0      | 0       | 0.0      | 0.0     
0x1830   | 0      | 0       | 0.0      | 0.0     
0x1831   | 0      | 0       | 0.0      | 0.0     
0x1832   | 0      | 0       | 0.0      | 0.0     
0x1833   | 0      | 0       | 0.0      | 0.0     
0x1834   | 0      | 0       | 0.0      | 0.0     
0x1835   | 0      | 0       | 0.0      | 0.0     
0x1836   | 0      | 0       | 0.0      | 0.0     
0x1837   | 0      | 0       | 0.0      | 0.0     
0x1838   | 0      | 0       | 0.0      | 0.0     
0x1839   | 0      | 0       | 0.0      | 0.0     
0x183A   | 0      | 0       | 0.0      | 0.0     
0x183B   | 0      | 0       | 0.0      | 0.0     
0x183C   | 0      | 0       | 0.0      | 0.0     
0x183D   | 0      | 0       | 0.0      | 0.0     
0x183E   | 0      | 0       | 0.0      | 0.0     
0x183F   | 0      | 0       | 0.0      | 0.0     
0x1840   | 0      | 0       | 0.0      | 0.0     
0x1841   | 0      | 0       | 0.0      | 0.0     
0x1842   | 0      | 0       | 0.0      | 0.0     
0x1843   | 0      | 0       | 0.0      | 0.0     
0x1844   | 0      | 0       | 0.0      | 0.0     
0x1845   | 0      | 0       | 0.0      | 0.0     
0x1846   | 0      | 0       | 0.0      | 0.0     
0x1847   | 0      | 0       | 0.0      | 0.0     
0x1848   | 0      | 0       | 0.0      | 0.0     
0x1849   | 0      | 0       | 0.0      | 0.0     
0x184A   | 0      | 0       | 0.0      | 0.0     
0x184B   | 0      | 0       | 0.0      | 0.0     
0x184C   | 0      | 0       | 0.0      | 0.0     
0x184D   | 0      | 0       | 0.0      | 0.0     
0x184E   | 0      | 0       | 0.0      | 0.0     
0x184F   | 0      | 0       | 0.0      | 0.0     
0x1850   | 0      | 0       | 0.0      | 0.0     
0x1851   | 0      | 0       | 0.0      | 0.0     
0x1852   | 0      | 0       | 0.0      | 0.0     
0x1853   | 0      | 0       | 0.0      | 0.0     
0x1854   | 0      | 0       | 0.0      | 0.0     
0x1855   | 0      | 0       | 0.0      | 0.0     
0x1856   | 0      | 0       | 0.0      | 0.0     
0x1857   | 0      | 0       | 0.0      | 0.0     
0x1858   | 0      | 0       | 0.0      | 0.0     
0x1859   | 0      | 0       | 0.0      | 0.0     
0x185A   | 0      | 0       | 0.0      | 0.0     
0x185B   | 0      | 0       | 0.0      | 0.0     
0x185C   | 0      | 0       | 0.0      | 0.0     
0x185D   | 0      | 0       | 0.0      | 0.0     
0x185E   | 0      | 0       | 0.0      | 0.0     
0x185F   | 0      | 0       | 0.0      | 0.0     
0x1860   | 0      | 0       | 0.0      | 0.0     
0x1861   | 0      | 0       | 0.0      | 0.0     
0x1862   | 0      | 0       | 0.0      | 0.0     
0x1863   | 0      | 0       | 0.0      | 0.0     
0x1864   | 0      | 0       | 0.0      | 0.0     
0x1865   | 0      | 0       | 0.0      | 0.0     
0x1866   | 0      | 0       | 0.0      | 0.0     
0x1867   | 0      | 0       | 0.0      | 0.0     
0x1868   | 0      | 0       | 0.0      | 0.0     
0x1869   | 0      | 0       | 0.0      | 0.0     
0x186A   | 0      | 0       | 0.0      | 0.0     
0x186B   | 0      | 0       | 0.0      | 0.0     
0x186C   | 0      | 0       | 0.0      | 0.0     
0x186D   | 0      | 0       | 0.0      | 0.0     
0x186E   | 0      | 0       | 0.0      | 0.0     
0x186F   | 0      | 0       | 0.0      | 0.0     
0x1870   | 0      | 0       | 0.0      | 0.0     
0x1871   | 0      | 0       | 0.0      | 0.0     
0x1872   | 0      | 0       | 0.0      | 0.0     
0x1873   | 0      | 0       | 0.0      | 0.0     
0x1874   | 65535  | -1      | -0.1     | -0.01   
0x1875   | 65509  | -27     | -2.7     | -0.27   
0x1876   | 0      | 0       | 0.0      | 0.0     
0x1877   | 862    | 862     | 86.2     | 8.62    
0x1878   | 0      | 0       | 0.0      | 0.0     
0x1879   | 2716   | 2716    | 271.6    | 27.16   
0x187A   | 0      | 0       | 0.0      | 0.0     
0x187B   | 207    | 207     | 20.7     | 2.07    
0x187C   | 0      | 0       | 0.0      | 0.0     
0x187D   | 7      | 7       | 0.7      | 0.07    
0x187E   | 0      | 0       | 0.0      | 0.0     
0x187F   | 6000   | 6000    | 600.0    | 60.0    
0x1880   | 0      | 0       | 0.0      | 0.0     
0x1881   | 6000   | 6000    | 600.0    | 60.0    
0x1882   | 27     | 27      | 2.7      | 0.27    
0x1883   | 0      | 0       | 0.0      | 0.0     
0x1884   | 0      | 0       | 0.0      | 0.0     
0x1885   | 2344   | 2344    | 234.4    | 23.44   
0x1886   | 0      | 0       | 0.0      | 0.0     
0x1887   | 0      | 0       | 0.0      | 0.0     
0x1888   | 2344   | 2344    | 234.4    | 23.44   
0x1889   | 0      | 0       | 0.0      | 0.0     
0x188A   | 0      | 0       | 0.0      | 0.0     
0x188B   | 0      | 0       | 0.0      | 0.0     
0x188C   | 6000   | 6000    | 600.0    | 60.0    
0x188D   | 0      | 0       | 0.0      | 0.0     
0x188E   | 0      | 0       | 0.0      | 0.0     
0x188F   | 0      | 0       | 0.0      | 0.0     
0x1890   | 0      | 0       | 0.0      | 0.0     
0x1891   | 0      | 0       | 0.0      | 0.0     
0x1892   | 0      | 0       | 0.0      | 0.0     
0x1893   | 0      | 0       | 0.0      | 0.0     
0x1894   | 0      | 0       | 0.0      | 0.0     
0x1895   | 0      | 0       | 0.0      | 0.0     
0x1896   | 0      | 0       | 0.0      | 0.0     
0x1897   | 0      | 0       | 0.0      | 0.0     
0x1898   | 0      | 0       | 0.0      | 0.0     
0x1899   | 0      | 0       | 0.0      | 0.0     
0x189A   | 0      | 0       | 0.0      | 0.0     
0x189B   | 0      | 0       | 0.0      | 0.0     
0x189C   | 0      | 0       | 0.0      | 0.0     
0x189D   | 0      | 0       | 0.0      | 0.0     
0x189E   | 0      | 0       | 0.0      | 0.0     
0x189F   | 0      | 0       | 0.0      | 0.0     
0x18A0   | 0      | 0       | 0.0      | 0.0     
0x18A1   | 0      | 0       | 0.0      | 0.0     
0x18A2   | 0      | 0       | 0.0      | 0.0     
0x18A3   | 0      | 0       | 0.0      | 0.0     
0x18A4   | 0      | 0       | 0.0      | 0.0     
0x18A5   | 0      | 0       | 0.0      | 0.0     
0x18A6   | 0      | 0       | 0.0      | 0.0     
0x18A7   | 0      | 0       | 0.0      | 0.0     
0x18A8   | 0      | 0       | 0.0      | 0.0     
0x18A9   | 0      | 0       | 0.0      | 0.0     
0x18AA   | 0      | 0       | 0.0      | 0.0     
0x18AB   | 0      | 0       | 0.0      | 0.0     
0x18AC   | 0      | 0       | 0.0      | 0.0     
0x18AD   | 0      | 0       | 0.0      | 0.0     
0x18AE   | 0      | 0       | 0.0      | 0.0     
0x18AF   | 0      | 0       | 0.0      | 0.0     
0x18B0   | 0      | 0       | 0.0      | 0.0     
0x18B1   | 0      | 0       | 0.0      | 0.0     
0x18B2   | 0      | 0       | 0.0      | 0.0     
0x18B3   | 0      | 0       | 0.0      | 0.0     
0x18B4   | 0      | 0       | 0.0      | 0.0     
0x18B5   | 0      | 0       | 0.0      | 0.0     
0x18B6   | 0      | 0       | 0.0      | 0.0     
0x18B7   | 0      | 0       | 0.0      | 0.0     
0x18B8   | 0      | 0       | 0.0      | 0.0     
0x18B9   | 0      | 0       | 0.0      | 0.0     
0x18BA   | 0      | 0       | 0.0      | 0.0     
0x18BB   | 0      | 0       | 0.0      | 0.0     
0x18BC   | 0      | 0       | 0.0      | 0.0     
0x18BD   | 0      | 0       | 0.0      | 0.0     
0x18BE   | 0      | 0       | 0.0      | 0.0     
0x18BF   | 0      | 0       | 0.0      | 0.0     
0x18C0   | 0      | 0       | 0.0      | 0.0     
0x18C1   | 0      | 0       | 0.0      | 0.0     
0x18C2   | 0      | 0       | 0.0      | 0.0     
0x18C3   | 0      | 0       | 0.0      | 0.0     
0x18C4   | 0      | 0       | 0.0      | 0.0     
0x18C5   | 0      | 0       | 0.0      | 0.0     
0x18C6   | 0      | 0       | 0.0      | 0.0     
0x18C7   | 0      | 0       | 0.0      | 0.0     
0x18C8   | 0      | 0       | 0.0      | 0.0     
0x18C9   | 0      | 0       | 0.0      | 0.0     
0x18CA   | 0      | 0       | 0.0      | 0.0     
0x18CB   | 0      | 0       | 0.0      | 0.0     
0x18CC   | 0      | 0       | 0.0      | 0.0     
0x18CD   | 0      | 0       | 0.0      | 0.0     
0x18CE   | 27     | 27      | 2.7      | 0.27    
0x18CF   | 0      | 0       | 0.0      | 0.0     
0x18D0   | 6000   | 6000    | 600.0    | 60.0    
0x18D1   | 21328  | 21328   | 2132.8   | 213.28  
0x18D2   | 17713  | 17713   | 1771.3   | 177.13  
0x18D3   | 31772  | 31772   | 3177.2   | 317.72  
0x18D4   | 16906  | 16906   | 1690.6   | 169.06  
0x18D5   | 13365  | 13365   | 1336.5   | 133.65  
0x18D6   | 13619  | 13619   | 1361.9   | 136.19  
0x18D7   | 16979  | 16979   | 1697.9   | 169.79  
0x18D8   | 52830  | -12706  | -1270.6  | -127.06 
0x18D9   | 11350  | 11350   | 1135.0   | 113.5   
0x18DA   | 20043  | 20043   | 2004.3   | 200.43  
0x18DB   | 0      | 0       | 0.0      | 0.0     
0x18DC   | 1032   | 1032    | 103.2    | 10.32   
0x18DD   | 0      | 0       | 0.0      | 0.0     
0x18DE   | 1040   | 1040    | 104.0    | 10.4    
0x18DF   | 0      | 0       | 0.0      | 0.0     
0x18E0   | 0      | 0       | 0.0      | 0.0     
0x18E1   | 514    | 514     | 51.4     | 5.14    
0x18E2   | 768    | 768     | 76.8     | 7.68    
0x18E3   | 0      | 0       | 0.0      | 0.0     
0x18E4   | 5591   | 5591    | 559.1    | 55.91   
0x18E5   | 0      | 0       | 0.0      | 0.0     
0x18E6   | 0      | 0       | 0.0      | 0.0     
0x18E7   | 0      | 0       | 0.0      | 0.0     
0x18E8   | 0      | 0       | 0.0      | 0.0     
